first_name,last_name,death_year,bio_url,nationality,art_movement,author_id,bio_info,birth_year
Charles Edward,Conder,1909,http://www.the-athenaeum.org/people/detail.php?ID=3787,English,,3787,"English born Australian painter. 
Charles Conder was a painter of landscapes, fans, and arcadian fantasies.  He was also an occasional etcher and lithographer.  Born in London on October 24, 1868, he spent his early childhood in England and India and emigrated to Australia in 1884.  He studied in Sydney and Melbourne, where he painted mainly landscapes, and exhibited with the Australian Impressionists in 1889.  He studied in Paris on his return to Europe in 1890, and was influenced by Anquetin, Watteau, the Saint-Aubin brothers and Puvis de Chavannnes.  In 1897 he settled in London and made frequent trips to Paris and Dieppe.  His later paintings included seascapes and landscapes in a more naturalistic style.  Charles died at Virginia Water on April 9, 1909. ",1868
William Morris,Hunt,1879,http://www.the-athenaeum.org/people/detail.php?ID=1006,American,Barbizon,1006,"
	 This person is associated with: Tonalism.",1824
Arthur,Streeton,1943,http://www.the-athenaeum.org/people/detail.php?ID=3790,Australian,,3790,,1867
Konstantin,Bogayevsky,1943,http://www.the-athenaeum.org/people/detail.php?ID=10010,Russian,,10010,,1872
Charles-Antoine,Coypel,1752,http://www.the-athenaeum.org/people/detail.php?ID=6898,French,Rococo,6898,"
	      French rococo painter, grandson of Noël Coypel I, nephew of Noël-Nicolas Coypel III, and son of Antoine Coypel II, with whom he trained.

	      His glorious ascendency helped him to be appointed to the Academy at only 18 (on 31 August 1715), without having competed for the Prix de Rome as was customary at the time; his reception piece was Jason and Medea.

	      Contrary to other members of his family, whose output was almost exclusively devoted to classical and  history painting, Charles-Antoine produced many gallant and humorous subjects, including a famous series of 28 pieces (with several replicas) based on the story of Don Quixote, designed for tapestries for the Manufactory of the Gobelins. He also had a special interest in pastels after travels with his then-friend Rosalba Carreira in France in 1720 and painted many subsequent portraits in this medium.

	      Apart from his primary activity, Charles-Antoine Coypel was also a prolific playwriter, but he abandoned theatre in 1732 after having been criticized; he made an allegoric painting about his choice: Painting Rejecting Thalia (the muse of comedy).

	      Like his father and grandfather before him, he had the best career possible, being promoted adjunct professor on 26 October 1720, professor on 10 January 1730, adjunct rector and rector the same day on 26 March 1746, and finally director of the French Academy from 23 June 1747 until his death on 14 June 1752. He also inherited from his father the positions of Painter of the Duke of Orleans in 1722 and Director of the Drawings and Paintings to the king in 1722. He  became Premier Peintre du Roi in 1747.

	   He had no children, having remained single all his life, and was therefore last in line of the illustrious Coypel family (counting three directors of the Academy).

	Bibliography:",1694
Helene,Schjerfbeck,1946,http://www.the-athenaeum.org/people/detail.php?ID=1759,Finnish,,1759,,1862
Stanislaw,Wyspianski,1907,http://www.the-athenaeum.org/people/detail.php?ID=5699,Polish,,5699,,1869
Clarence,Gagnon,1942,http://www.the-athenaeum.org/people/detail.php?ID=3662,Canadian,,3662,,1881
Carl Olof,Larsson,1919,http://www.the-athenaeum.org/people/detail.php?ID=108,Swedish,Realist,108,"Swedish Realist painter and author (Stockholm, 28 May 1853 - Falun, 22 January 1919). Connected with the Art and Crafts Movement.
The Swedish artist Carl Larsson was born in the old town in Stockholm, on May 28, 1853. His parents were extremely poor and his childhood sad and miserable. However, at the age of thirteen his teacher at the school for poor children urged him to seek entry into the principskola of the Stockholm Academy of Fine Arts where he also got accepted. During his first years at the principskola he felt socially inferior, confused and shy. In 1869, sixteen years old, he was promoted to the antique school of the same academy. There Carl Larsson became more sure of him self and he even became a central figure in student life. 
After several years as an illustrator of books, magazines and newspapers Carl Larsson also spent several rather frustrating years in Paris as a hardworking artist without any success. 
The turning point in Carl Larsson´s life came in 1882 when in Grez, a Scandinavian artist colony outside Paris, he met Karin Bergöö (1859-1928), who would soon be his wife. One could almost call it a metamorphosis in Carl LarssonÂ´s life. In Grez Carl Larsson painted some of his most important works - now in water-colours and very different from the more pretentious oilpainting technique.
Carl and Karin Larsson reared eight children and Karin and the children became Carl LarssonÂ´s favourite models and many of those watercolours are now loved and cherished all over the world.
In 1888 the young family was given a little house, named ""Lilla Hyttní¤s"" in Sundborn, by KarinÂ´s father Adolf Bergöö. Carl and Karin formed and furnished this house according to their own very special artistic taste and also the needs of their growing family.
Through Carl LarssonÂ´s paintings and his books this house has become one of the most famous artist-homes in the world. The descendants of Carl and Karin Larsson now own this house and they are happy to be able to keep the house open for tourists each summer from May until October.
Carl Larsson considered his monumental works, for instance the frescos in schools, museums and other public buildings, to be his most important works. His last monumental work Midwinter Sacrifice signed in 1915 and intended for the last wall in the staircase of the Nationalmuseum in Stockholm - which had not yet been decorated by Carl Larsson - was refused by the board of the Nationalmuseum. In his memoirs - published after Carl Larssons death - he declared his bitterness and disappointment with this rebuff against the painting he himself considered to crown his work as an artist. In his memoirs Jag Carl Larsson wrote:""The fate of Midwinter Sacrifice broke me ! This I admit with a dark anger. And still, it was probably the best thing that could happen, for now my intuition tells me -again- that for all its weakness, this painting will be honoured with a far better place after my death."" 
 By Ulwa Neergaard. 
P.S. More than 350 of Larsson's paintings and watercolours were sold at auctions. Some watercolours fetched more than half a million US dollars. A.SH.",1853
Johan Barthold,Jongkind,1891,http://www.the-athenaeum.org/people/detail.php?ID=403,Dutch,Impressionist,403,,1819
Frederick,Goodall,1904,http://www.the-athenaeum.org/people/detail.php?ID=2252,English,,2252,,1822
James,Webb,1895,http://www.the-athenaeum.org/people/detail.php?ID=2107,English,,2107,,1825
Charles Webster,Hawthorne,1930,http://www.the-athenaeum.org/people/detail.php?ID=1718,American,,1718,,1872
Edmund,Tarbell,1938,http://www.the-athenaeum.org/people/detail.php?ID=1717,American,Impressionist,1717,,1862
Franz,Bischoff,1929,http://www.the-athenaeum.org/people/detail.php?ID=957,American,,957,,1864
Johann Heinrich,Tischbein the elder,1789,http://www.the-athenaeum.org/people/detail.php?ID=7244,German,Rococo,7244,"Leading painter of the Rococo style in Northern Germany. He was also the most famous member of a dynasty of artists, including his elder brother Johann Valentin Tischbein (1715-1768), his nephews Johann Heinrich Wilhelm (1751-1829, known as the ""Goethe-Tischbein"") and Johann Friedrich August (1750-1812, known as the ""Leipziger-Tischbein""), and many others (see the complete genealogical tree here).
He received his first lessons from his elder brother Johann Valentin, then moved to France with his patron Graf von Stadion in 1743 in order to be trained by Carle Van Loo. Five years later he went to Italy, travelling to Rome and Venice, where he finished his training with Giovanni Battista Piazzetta. 
Back in Germany in 1751, he was rapidly appointed court painter by Wilhelm VIII, Landgrave of Hesse-Kassel, whose family employed him until his death. Tischbein painted many portraits for them, including 20 pictures of Frederick II of Hesse-Kassel, a famous enlightened despot and friend of the arts. Tischbein is therefore principally remembered as a portrait painter.
He also produced mythological and historical ensembles, which show a strong influence of the French Rococo school. His works based on the life of Anthony and Cleopatra were made after a series on the same subject by Natoire. The influence of Coypel - another prominent French Rococo painter - can also be found in his series on the story of Rinaldo and Armida. Moreover, Tischbein frequently copied the poses of Lemoyne or Boucher's characters for his compositions. He even followed the evolution of the French School in the 1770s and added some Neoclassical elements to his paintings (such as in his series of the Nine Muses), recalling  the art of Lagrenée the elder or Berthélemy. 
He was however very influential in Northern Germany, thanks to the support of his benefactor Frederick II who notably appointed him professor at the newly created Kassel Art Academy in 1776. In addition, he became an honorary member of the Clementine Academy of Bologna three years later.The New Gallery of Kassel owns a large part of his oeuvre since most of his works were directly bought by the Landgravian family of Hesse-Kassel.

Bibliography:
Petra Tiegel-Hertfelder, Storie war sein Fach: Mythologie und Geschichte im Werk Johann Heinrich Tischbein d.A. (1722-1789), Worms, Wernersche Verlagsgesellschaf, 1996. ",1722
Franz Xavier,Winterhalter,1873,http://www.the-athenaeum.org/people/detail.php?ID=505,German,,505,"
	German Academic Painter

	Wikipedia",1805
Abraham A.,Manievich,1942,http://www.the-athenaeum.org/people/detail.php?ID=5796,Russian,,5796,,1881
Benjamin,West,1820,http://www.the-athenaeum.org/people/detail.php?ID=515,American,Neoclassicist,515,American Neoclassical Painter,1738
Vasily Grigoryevich,Perov,1882,http://www.the-athenaeum.org/people/detail.php?ID=3603,Russian,,3603,Wikipedia,1834
Joseph,Stella,1946,http://www.the-athenaeum.org/people/detail.php?ID=3684,American,,3684,,1880
Bartolomé Esteban,Murillo,1682,http://www.the-athenaeum.org/people/detail.php?ID=3091,Spanish,Baroque,3091,"Spanish Baroque painter and draughtsman (Sevilla, baptised 1 January 1618 - Sevilla, 3 April 1682). Studied under Juan de Castillo.",1617
Giovanni Paolo,Panini,1765,http://www.the-athenaeum.org/people/detail.php?ID=5239,Italian,Veduta,5239,,1691
Adolphe-Joseph-Thomas,Monticelli,1886,http://www.the-athenaeum.org/people/detail.php?ID=346,French,Impressionist,346,"Born in Marseille where the artist worked primarily.  He painted still lifes, portraits and romantic fantasies as in the subject matter of the Rococo artists (Watteau, Lancret) but in a style very much of his time.  He used thick impasto with heavy dabs of oil and rich colouring and his style led the way to later artists such as Van Gogh, Derain and Soutine.  Monticelli became an unfashionable artist, although he was a contemporary of the French Impressionists and painted much in their style of spontaneity.",1824
Constant,Troyon,1865,http://www.the-athenaeum.org/people/detail.php?ID=1363,French,Barbizon,1363,,1810
Thomas,Sully,1872,http://www.the-athenaeum.org/people/detail.php?ID=585,English,,585,English/American Painter,1783
Asher Brown,Durand,1886,http://www.the-athenaeum.org/people/detail.php?ID=517,American,Hudson River School,517,"American Hudson River School Painter (South Orange, 21 August 1796 - 17 September 1886). Pupil of Peter Maverick.",1796
Diego,Velázquez,1660,http://www.the-athenaeum.org/people/detail.php?ID=426,Spanish,Baroque,426,,1599
Anne-Louis,Girodet de roussy-trioson,1824,http://www.the-athenaeum.org/people/detail.php?ID=4525,French,Neoclassicist,4525,"
	 French neoclassical painter. Girodet learned the techniques of painting under David from 1784 onwards.  As with his master, he failed on three occasions to gain the Prix de Rome before winning it at the fourth attempt. In 1786, his picture Coriolan Leaving his Family to go into Exile received good reviews from the critics, but the prize was cancelled since all the contenders came from David's workshop and their pieces were judged too similar.  In 1787, his Nabuchodonosor Has Zedekiah's Children Killed before his Eyes was disqualified because he had brought some sketches outside the exam room (the prize was attributed to Fabre who had denounced him).  He finished second in 1788 for The Death of Tatius (attributed to Garnier).  Finally, Girodet won the contest in 1789 for Joseph Recognized by his Brothers (against Gérard).  He went to Rome with Meynier who won the prize for 1786, which had been set again in 1789.

	 He was forced to move out of Rome in 1793 because of the war, and spent some time in several Italian cities, painting landscapes - similar to those of Gauffier.

	 On his return to France in 1795, he became a prominent exponent in the Salon and appeared to be the only painter able to challenge David - the Neoclassical giant. This impact became reality in 1810 when Girodet won the Decennial Prize - a special prize created by the Emperor - for his Scene of the Flood, beating David's Intervention of the Sabine women.

	 Girodet produced less after 1812 when he inherited considerable wealth; nevertheless, he still made several decorations in the Castle of Compiègne at the end of the Empire.

	 His style foreshadowed Romanticism as he painted with emotion and sensuality, such as Atalia or Endemyion, or in his famous portrait of Chateaubriand. Since his death, many art historians and critics have said that Girodet was gay, since his works frequently focus on male nudity, with some androgynous models, whereas the neoclassical rule was to paint muscular warriors.

	 A museum is specially dedicated to his oeuvre in his birth town of Montargis.",1767
John Watson,Gordon,1864,http://www.the-athenaeum.org/people/detail.php?ID=4167,Scottish,,4167,,1788
Ferdinand,Hodler,1918,http://www.the-athenaeum.org/people/detail.php?ID=154,Swiss,Symbolist,154,"

Swiss Symbolist/Art Nouveau painter, draughtsman, designer and aquarellist (Bern, 14 March 1853 - Geneva, 19 May 1918). Member of the Rosecrusian Order. Member of the Berlin, the Wiener and the Münchener Sezession.
External links:",1853
Sandro,Botticelli,1510,http://www.the-athenaeum.org/people/detail.php?ID=19,Italian,Renaissance,19,,1445
William,Bradford,1892,http://www.the-athenaeum.org/people/detail.php?ID=423,American,,423,,1823
Jean-François,Millet,1875,http://www.the-athenaeum.org/people/detail.php?ID=1332,French,Barbizon,1332,"French Realist painter and graphic artist (Cruchy, 4 October 1814 - Barbizon, 20 January 1875). Studied under Paul Delaroche. Member of the Barbizon School.
References:
[1887] Wilfrid Meynell: The Modern School of Art, Volume II, London 1887, pp. 152-165.
[1905] ""François Millet. Sein Leben und seine Briefe"", in: Die Kunst. Monatshefte für freie und angewandte Kunst, Vol. XI (1905), pp. 15-21 (in German).",1814
Hans,Thoma,1924,http://www.the-athenaeum.org/people/detail.php?ID=5026,German,Academist,5026,"
External links:",1839
Victor,Vasnetsov,1919,http://www.the-athenaeum.org/people/detail.php?ID=2435,Russian,,2435,,1848
Claude-Joseph,Vernet,1789,http://www.the-athenaeum.org/people/detail.php?ID=1639,French,Veduta,1639,"
	  French marine painter. He trained under Jacques Viali (1681-1745).

	  Vernet was the most successful French marine painter of the 18th century.

	  His early talent in landscape painting caught the eye of Marquis de Caumont who decided to sponsor him for the trip to Rome in 1734. There, he saw the works of the Italian Vedutisti - painters of city panoramas - such as Canaletto and the artist adopted their style.

	  His production was rapid and he achieved great success; he was consequently appointed French academician in 1746 while still in Rome.

	  His most famous work and biggest royal commission was the series the Ports of France, which he left incomplete (15 paintings out of 24).",1714
,Giotto,1337,http://www.the-athenaeum.org/people/detail.php?ID=3454,Italian,,3454,,1266
Isaac Lazarus,Israels,1934,http://www.the-athenaeum.org/people/detail.php?ID=2577,Dutch,Impressionist,2577,"Dutch Impressionist painter, aquarellist, draughtsman and printmaker (Amsterdam, 3 February 1865 - The Hague, 7 October 1934). Son and student of Josef Israels.",1865
Georges,Seurat,1891,http://www.the-athenaeum.org/people/detail.php?ID=115,French,Post-Impressionist,115,Post-Impressionist/Pointillist Painter,1859
Edward Coley,Burne-jones,1898,http://www.the-athenaeum.org/people/detail.php?ID=16,English,Pre-Raphaelite,16,"Sir Edward Coley Burne-Jones; professional name of Edward Coley Jones, was an English painter, designer, and illustrator, born in Birmingham and educated at the University of Oxford. Trained by the Pre-Raphaelite painter Dante Gabriel Rossetti, Burne-Jones shared the Pre-Raphaelites' concern with restoring to art what they considered the purity of form, stylization, and high moral tone of medieval painting and design. His paintings, inspired by medieval, classical, and biblical themes, are noted for their sentimentality and dreamlike romanticized style; they are generally considered among the finest works of the Pre-Raphaelite school. They include King Cophetua and the Beggar Maid (1884, Tate Gallery, London).
Burne-Jones was also prominent in the revival of medieval applied arts led by his Oxford friend the poet and artist William Morris. For Morris's firm he designed stained-glass windows, mosaics, and tapestries. His windows can be seen in many English churches, including Christ Church, Oxford, and Birmingham Cathedral. He also illustrated books of Morris's Kelmscott Press, notably Chaucer (1896). Burne-Jones was knighted in 1894.",1833
Thomas,Luny,1837,http://www.the-athenaeum.org/people/detail.php?ID=2969,English,,2969,,1759
Jean-Baptiste,Carpeaux,1875,http://www.the-athenaeum.org/people/detail.php?ID=6888,French,,6888,"
	One of the major sculptors in mid-nineteenth century France, Carpeaux studied under Franҫois Rude before embarking on a trip to Italy in 1854 where he was able to study ancient Roman and Hellenistic statues as well as the works of Michelangelo. He became an early teacher of Rodin, in whose work there are strong resemblances.  Carpeaux's most celebrated work is his sculptural group called 'Danse' for the Opéra Garnier, Paris (the original is now displayed in the Musée d'Orsay, Paris).
He bequeathed most of his collection to the Fine Arts Museum of Valenciennes, in Northern France.",1827
Arthur Garfield,Dove,1946,http://www.the-athenaeum.org/people/detail.php?ID=1996,American,Abstract,1996,,1880
Cornelius,Krieghoff,1872,http://www.the-athenaeum.org/people/detail.php?ID=686,Dutch,,686,,1812
Hendryk,Siemiradzki,1902,http://www.the-athenaeum.org/people/detail.php?ID=2596,Polish,Academist,2596,"
	He was a pupil of Karl von Piloty.

	Wikipedia",1843
Guy Orlando,Rose,1925,http://www.the-athenaeum.org/people/detail.php?ID=706,American,Impressionist,706,,1867
James,Tissot,1902,http://www.the-athenaeum.org/people/detail.php?ID=143,French,Realist,143,,1836
Louis-Léopold,Boilly,1845,http://www.the-athenaeum.org/people/detail.php?ID=4989,French,,4989,"French painter and draughtsman (La Bassée, 5 July 1761 - Paris, 4 January 1845). ",1761
Apollinari,Vasnetsov,1933,http://www.the-athenaeum.org/people/detail.php?ID=6532,Russian,,6532,,1856
Adriaen Jansz.,Van ostade,1685,http://www.the-athenaeum.org/people/detail.php?ID=5842,Dutch,Dutch Golden Age,5842,"Dutch Baroque painter, draughtsman and printmaker (Haarlem, baptised 19 December 1610 - Haarlem, buried 2 May 1685). Brother of Isaack van Ostade. Studied under Frans Hals. Master of Jan Steen.
He may have learnt his art in Frans Hal's workshop, along with Adriaen Brouwer. Like him, van Ostade painted peasants in taverns, with some humour in the manner of David Teniers or Brueghel.
He taught his younger brother Isaac to paint.",1610
Alexei,Harlamoff,1922,http://www.the-athenaeum.org/people/detail.php?ID=352,Russian,,352,,1842
George Leslie,Hunter,1931,http://www.the-athenaeum.org/people/detail.php?ID=2383,Scottish,,2383,,1877
Claude,Lorrain,1682,http://www.the-athenaeum.org/people/detail.php?ID=4425,French,Classicist,4425,,1604
,Fra angelico,1455,http://www.the-athenaeum.org/people/detail.php?ID=3477,Italian,Renaissance,3477,,1395
David,Wilkie,1841,http://www.the-athenaeum.org/people/detail.php?ID=5132,Scottish,,5132,"Wilkie was born in Fife, Scotland and trained in Edinburgh before moving to London in 1805.  He became one of the most successful painters during the Regency period and was much admired by George IV.  Wilkie exhibited at the Royal Academy and was inspired by Dutch and Flemish genre scenes, as depicted by Teniers and van Ostade.  From the 1820s he took the great 17th century painter Rubens as his model and studied many of the latter's sketches.  He remained a favourite of the monarch although Queen Victoria never liked his works.",1785
Felix,Nussbaum,1944,http://www.the-athenaeum.org/people/detail.php?ID=5067,German,,5067,,1904
Lesser,Ury,1931,http://www.the-athenaeum.org/people/detail.php?ID=169,German,Impressionist,169,,1861
John,Linnell,1882,http://www.the-athenaeum.org/people/detail.php?ID=3595,English,,3595,"English Romantic Painter
There's an artcyclopedia entry for Linnell.",1792
Thomas Cowperthwait,Eakins,1916,http://www.the-athenaeum.org/people/detail.php?ID=404,American,Realist,404,"American photographer, sculptor and Naturalist painter (Philadelphia, 25 July 1844 - Philadelphia, 25 June 1916). Studied in Paris under Gêrome Bonnat. Husband of Susan Macdowell Eakins.",1844
William,Shayer,1879,http://www.the-athenaeum.org/people/detail.php?ID=1074,English,,1074,,1788
Ferdinand Georg,Waldmüller,1865,http://www.the-athenaeum.org/people/detail.php?ID=190,Austrian,Academist,190,External links:,1793
Eugene von,Blaas,1932,http://www.the-athenaeum.org/people/detail.php?ID=332,Italian,Academist,332,External links:,1843
,Correggio,1534,http://www.the-athenaeum.org/people/detail.php?ID=3539,Italian,Renaissance,3539,,1489
Andreas,Achenbach,1910,http://www.the-athenaeum.org/people/detail.php?ID=2606,German,,2606,"Andreas Achenbach (Kassel, September 29, 1815 - Düsseldorf, April 1, 1910) was a German landscape and marine painter. He travelled through The Netherlands where he became influenced by the paintings of Jacob van Ruysdael.
References:
[1880] Ludwig Pietsch: Andreas Achenbach, Breslau 1880 (in German).
[1885] Heinrich Deiters: Festrede zum Künstler-Jubiläum von Andreas Achenbach am 29.September 1885 in der Kunsthalle zu Düsseldorf, Düsseldorf 1885 (in German).
[1896] Georg Voss: Andreas Achenbach, Wien 1896 (in German).
[1910] Andreas und Oswald Achenbach: Je 4 farbige Nachbildungen nach Werken der beiden Meister mit einer Einleitung von A. Specht, Leipzig 1910.
[1965] Andreas Achenbach 1815-1910 zum 150. Geburtstag: Düsseldorf, Galerie G. Paffrath 21. September bis 30. Oktober 1965, Düsseldorf 1965 (exhibition catalogue) (in German).
[1997] Martina Sitt (ed.): Andreas und Oswald Achenbach. ""Das und O der Landschaft"", Cologne 1997 (exhibition catalogue Düsseldorf, Hamburg, Linz) (in German).
[2009] Wolfgang Peiffer: Andreas Achenbach, 1815-1910: Italienreise, Baden-Baden 2009 (in German).
[2011] Ekkehard Mai (ed): Landschaften von Andreas Achenbach bis Fritz von Wille: Ideal und Wirklichkeit,  Katalog Kunstkabinett Dr. Axe-Stiftung Kronenburg/Eifel 2011, Berlin 2011 (catalogue of paintings) (in German).",1815
Paul Louis,Sérusier,1927,http://www.the-athenaeum.org/people/detail.php?ID=419,French,Nabi,419,"
	French Nabi Painter",1864
Thomas,Phillips,1845,http://www.the-athenaeum.org/people/detail.php?ID=8863,United Kingdom,,8863,,1770
Hans,Holbein,1543,http://www.the-athenaeum.org/people/detail.php?ID=603,German,Renaissance,603,"German Northern Renaissance painter and printmaker (Augsburg, ca. 1497 - London, between 7 October and 23 November 1543). Son of Hans Holbein the Elder and brother of Ambrosius Holbein. Apprentice of his father.
External links:",1497
Jonathan Eastman,Johnson,1906,http://www.the-athenaeum.org/people/detail.php?ID=535,American,,535,"American painter, draughtsman and co-founder of the Metropolitan Museum of Art (Lovell, 29 July 1824 - New York City, 5 April 1906). ",1824
Thomas Worthington,Whittredge,1910,http://www.the-athenaeum.org/people/detail.php?ID=471,American,Hudson River School,471,,1820
Sebastiano,Ricci,1734,http://www.the-athenaeum.org/people/detail.php?ID=3483,Italian,Baroque,3483,"
	 He was the master to Pellegrini and Diziani.
",1659
Santiago Rusinol,Prats,1931,http://www.the-athenaeum.org/people/detail.php?ID=3057,Spanish,,3057,"Nacido en Barcelona en 1861.
Después de los primeros estudios trabajó en el negocio familiar de tejidos, pero lo abandonó muy pronto, rompiendo con la tradición industrial de la familia.
Aunque inicialmente fuese autodidacta en arte, se formó en el Centro de acuarelistas de Barcelona del que fue uno de sus fundadores, y también fue discípulo deTomás Moragas.
En sus inicios, su pintura tiene puntos de contacto con la de Joaquim Vayreda. SANTIAGO RUSIíOL I PRATS (1861-1931) 
Después de un viaje a Paris (1889) donde vivió en Montmartre con Ramón Casas y con Zuloaga, su pintura adopta tonos grises y una especie de sutil vaguedad a la manera de Whistler, muy influenciada por los impresionistas. Su producción pictórica de esta época es paisajística, sobre temática urbana, retratos y también composiciones simbólicas de inspiración modernista.
Desde 1896 y después de un viaje a Andalucía, empezó a pintar jardines.",1861
Olga,Boznańska,1940,http://www.the-athenaeum.org/people/detail.php?ID=6906,Polish,Impressionist,6906,"Polish impressionist painter (Krakow,15 April 1865 - Paris, 26 October 1940).",1865
Jacques-Louis,David,1825,http://www.the-athenaeum.org/people/detail.php?ID=1959,French,Romantic,1959,"
	
French Neoclassical Painter, one of the most important artists in history.

	David was trained by Joseph-Marie Vien who sent him to the French Academy in 1766.

	He failed at the Prix de Rome in 1771 (The Combat of Mars and Minerva), in 1772 (Diana and Apollo Piercing Niobe’s Children with their Arrows) and 1773 (The Death of Seneca). He finally won the prize in 1774 (Erasistratus Discovering the Cause of Antiochus' Disease), but these failures left him resentful against the French Academy.

	Although his first works were influenced by the prevalent Rococo style of Boucher, he switched to Neoclassicism during his journey to Rome (1775-1780) and became the leader and even the embodiment of this new style, especially with his Belisarius (1781) and The Oath of the Horatii (1783).

	Neoclassicism was very much appreciated by the rising bourgeoisie which took  power with the Revolution of 1789. Indeed, Greco-Roman history was seen as a model for the new political class, therefore David's style, reminiscent of Antiquity, had a tremendous success. Those who had not followed his style were quickly forgotten, such as Fragonard, who was however, the most successful artist of the previous decade.

	David also started a political career in 1792, with the beginning of the French Republic. His artistic fame and his radical statements against the monarchy helped him to be elected representative of Paris in the Convention where he was seated alongside Marat and Robespierre and voted with them for the death of King Louis XVI. He was also elected president of the Convention for two weeks in January 1794. Thanks to Robespierre's influence, he became a member of the Comity of General Security, the police organ of the Terror, where, before the Revolutionary Tribunal, he sent several people to certain death, including some of his former patrons (Lavoisier for example).

	 In 1793, he successfully requested the suppression of the French Academy, which he had always hated. He also directed some republican ceremonies, such as the funerals of Voltaire and the Festival of the Supreme Being , which turned him into a kind of a 'Dictator of the Arts'. His workshop, overcrowded with dozens of pupils, became the major art centre of the Western World. Never in history had an artist achieved such power.

	Nevertheless, after the fall of Robespierre (July 1794), David was threatened for his deeds during the Terror and imprisoned. His life was only spared thanks to his students who petitioned the new government.

	The rise of Napoleon Bonaparte relaunched his artistic career. The First Consul, then Emperor, chose David as his official painter and commissioned from him several large pieces as propaganda, such as Napoleon Crossing the Alps or The Coronation of Napoleon in 1807, his most impressive work.

	However, the fall of Napoleon in 1815 resulted in a second period of disgrace. Still a Republican, David chose to go into exile in Belgium in order not to serve a king, even though King Louis XVIII had forgiven him for having voted for the death of his brother. In Brussels, David opened a new workshop and still continued to teach his art to a number of students.

	He died in exile in 1825. His oeuvre influenced academic painting until the beginning of the 20th century.

	He only painted about one hundred works, but made several thousands drawings.

	He was the master of more than three hundred painters, including: Aparicio, Benoist,  Broc,  Drouais,  Duqueylard,  Fabre,  Ingres,  Gérard,  Girodet,  Gros,  Guillemot,  Paelinck,  Quays,  Riesener,  Topino-Lebrun, and  Vanderlyn.",1748
Henry Ossawa,Tanner,1937,http://www.the-athenaeum.org/people/detail.php?ID=1900,American,,1900,,1859
Fritz,Thaulow,1906,http://www.the-athenaeum.org/people/detail.php?ID=192,Norwegian,Skagen,192,,1847
Francesco Paolo,Hayez,1881,http://www.the-athenaeum.org/people/detail.php?ID=1862,Italian,Romantic,1862,,1791
Aristarkh,Lentulov,1943,http://www.the-athenaeum.org/people/detail.php?ID=7463,Russian,,7463,,1882
Francesco,Albani,1660,http://www.the-athenaeum.org/people/detail.php?ID=7139,Italian,Classicist,7139,"Italian classical painter from Bologna.
Albani's training was similar to the two other creators of the classical style: Domenichino and Guido Reni. He met the latter in the studio of Denis Calvaert - a Flemish painter active in Bologna - then enrolled in Annibale Carracci's studio in Rome in about 1600, where they rejoined Domenichino.Although Carravaggio's style had already spread all over Italy, Annibale Carracci remained faithful to his late mannerist style which he partially transmitted to his students. After his death in 1609, Domenichino and Reni diverged from Caravaggio's crude and dark realism by painting idealized biblical and classical scenes in bright colours and often on small formats.In 1609 Albani painted the ceiling named 'The Council of Gods'  for the Giustiniani-Odescalchi Palace in the Vatican State, one of the first classical works of the century and arguably the starting point of the style. Albani remained for another eight years in the Eternal City, where, in 1617 he decorated the Verospi Palace.  He returned in his native city after the death of his wife.In Bologna, Albani was patronized by prominent statesmen of the province, including the Duke of Mantua and Ferdinando Gonzaga, who commissioned from him a famous series, now in the Louvre, about the life of Venus for his Villa Favorita . Once Poussin popularized the classical style in France, Albani's small works on copper became highly sought after and hence their prevalence in French museums (where his name has been francized to l'Albane). His popularity remained strong in the following century, due to the sensuality in his works which matched Rococo standards.Albani was not the most imaginative of artists, and he replicated several times his own works throughout his life. Moreover, his numerous French and Italian followers in turn reproduced his compositions, which therefore exist in many copies (the Annunciation and the Madonna with Child seem to have been especially inspiring). 
He was master to Carlo Cignani and Francesco Mola.
Bibliography:
Catherine R. Puglisi, Francesco Albani, New Haven and London, 1999.",1578
J. Francis,Murphy,1921,http://www.the-athenaeum.org/people/detail.php?ID=555,American,,555,,1853
