painting_url,short_name,painting_info_detail,period_code,creation_date,creation_place,dimension,exibit_place,technique,title,file_name,width,height
http://www.wga.hu/art/g/gogh_van/15/auvers18.jpg,gogh_van,"
,The Church at Auvers,
June 1890, Auvers-sur-Oise,
Oil on canvas, 94 x 74 cm,
Musée d'Orsay, Paris,

",15,June 1890,Auvers-sur-Oise,94 x 74 cm,"Musée d'Orsay, Paris",Oil on canvas,The Church at Auvers,gogh_van_15_auvers18.jpg,1074,1359
http://www.wga.hu/art/g/gogh_van/15/auvers19.jpg,gogh_van,"
,Daubigny's Garden at Auvers,
June 1890, Auvers-sur-Oise,
Oil on canvas, 51 x 51 cm,
Rijksmuseum Vincent van Gogh, Amsterdam,

",15,June 1890,Auvers-sur-Oise,51 x 51 cm,"Rijksmuseum Vincent van Gogh, Amsterdam",Oil on canvas,Daubigny's Garden at Auvers,gogh_van_15_auvers19.jpg,1075,1050
http://www.wga.hu/art/g/gogh_van/15/auvers20.jpg,gogh_van,"
,Houses in Auvers,
June 1890, Auvers-sur-Oise,
Oil on canvas, 61 x 73 cm,
Toledo Museum of Art, Toledo, Ohio,

",15,June 1890,Auvers-sur-Oise,61 x 73 cm,"Toledo Museum of Art, Toledo, Ohio",Oil on canvas,Houses in Auvers,gogh_van_15_auvers20.jpg,1151,1000
http://www.wga.hu/art/g/gogh_van/15/auvers21.jpg,gogh_van,"
,Landscape with Carriage and Train in the Background,
June 1890, Auvers-sur-Oise,
Oil on canvas, 72 x 90 cm,
Pushkin Museum, Moscow,

",15,June 1890,Auvers-sur-Oise,72 x 90 cm,"Pushkin Museum, Moscow",Oil on canvas,Landscape with Carriage and Train in the Background,gogh_van_15_auvers21.jpg,1300,1008
http://www.wga.hu/art/g/gogh_van/15/auvers22.jpg,gogh_van,"
,Vineyards with a View of Auvers,
June 1890, Auvers-sur-Oise,
Oil on canvas, 64 x 80 cm,
Art Museum, Saint Louis,

",15,June 1890,Auvers-sur-Oise,64 x 80 cm,"Art Museum, Saint Louis",Oil on canvas,Vineyards with a View of Auvers,gogh_van_15_auvers22.jpg,1300,1007
http://www.wga.hu/art/g/gogh_van/15/auvers23.jpg,gogh_van,"
,Thatched Cottage in Cordeville,
June 1890, Auvers-sur-Oise,
Oil on canvas, 73 x 92 cm,
Musée d'Orsay, Paris,

",15,June 1890,Auvers-sur-Oise,73 x 92 cm,"Musée d'Orsay, Paris",Oil on canvas,Thatched Cottage in Cordeville,gogh_van_15_auvers23.jpg,1146,900
http://www.wga.hu/art/g/gogh_van/15/auvers24.jpg,gogh_van,"
,Young Peasant Woman with Straw Hat Sitting in the Wheat,
June 1890, Auvers-sur-Oise,
Oil on canvas, 93 x 74 cm,
Private collection,

",15,June 1890,Auvers-sur-Oise,93 x 74 cm,Private collection,Oil on canvas,Young Peasant Woman with Straw Hat Sitting in the Wheat,gogh_van_15_auvers24.jpg,1000,1265
http://www.wga.hu/art/g/gogh_van/15/auvers25.jpg,gogh_van,"
,Two Children,
June 1890, Auvers-sur-Oise,
Oil on canvas, 52 x 46 cm,
Private collection,

",15,June 1890,Auvers-sur-Oise,52 x 46 cm,Private collection,Oil on canvas,Two Children,gogh_van_15_auvers25.jpg,1100,1210
http://www.wga.hu/art/g/gogh_van/15/auvers26.jpg,gogh_van,"
,Cows (after Jordaens),
July 1890, Auvers-sur-Oise,
Oil on canvas, 55 x 65 cm,
Musée des Beaux-Arts, Lille,

",15,July 1890,Auvers-sur-Oise,55 x 65 cm,"Musée des Beaux-Arts, Lille",Oil on canvas,Cows (after Jordaens),gogh_van_15_auvers26.jpg,1300,1025
http://www.wga.hu/art/g/gogh_van/15/auvers27.jpg,gogh_van,"
,Bank of the Oise at Auvers,
July 1890, Auvers-sur-Oise,
Oil on canvas, 74 x 94 cm,
Institute of Arts, Detroit,

",15,July 1890,Auvers-sur-Oise,74 x 94 cm,"Institute of Arts, Detroit",Oil on canvas,Bank of the Oise at Auvers,gogh_van_15_auvers27.jpg,1300,1028
http://www.wga.hu/art/g/gogh_van/15/auvers28.jpg,gogh_van,"
,Landscape near Auvers: Wheatfields,
July 1890, Auvers-sur-Oise,
Oil on canvas, 74 x 92 cm,
Neue Pinakothek, Munich,

",15,July 1890,Auvers-sur-Oise,74 x 92 cm,"Neue Pinakothek, Munich",Oil on canvas,Landscape near Auvers: Wheatfields,gogh_van_15_auvers28.jpg,1200,933
http://www.wga.hu/art/g/gogh_van/15/auvers29.jpg,gogh_van,"
,Two Women Crossing the Fields,
July 1890, Auvers-sur-Oise,
Oil on paper on canvas, 30 x 60 cm,
MacNay Art Museum, San Antonio,

",15,July 1890,Auvers-sur-Oise,30 x 60 cm,"MacNay Art Museum, San Antonio",Oil on paper on canvas,Two Women Crossing the Fields,gogh_van_15_auvers29.jpg,1260,650
http://www.wga.hu/art/g/gogh_van/15/auvers30.jpg,gogh_van,"
,Daubigny's Garden,
July 1890, Auvers-sur-Oise,
Oil on canvas, 53 x 103 cm.,
Hiroshima Museum of Art, Hiroshima,

",15,July 1890,Auvers-sur-Oise,53 x 103 cm,"Hiroshima Museum of Art, Hiroshima","Oil on canvas, .",Daubigny's Garden,gogh_van_15_auvers30.jpg,1300,665
http://www.wga.hu/art/g/gogh_van/15/auvers31.jpg,gogh_van,"
,Field with Wheat Stacks,
July 1890, Auvers-sur-Oise,
Oil on canvas, 50 x 100 cm,
Private collection,

",15,July 1890,Auvers-sur-Oise,50 x 100 cm,Private collection,Oil on canvas,Field with Wheat Stacks,gogh_van_15_auvers31.jpg,1320,650
http://www.wga.hu/art/g/gogh_van/15/auvers32.jpg,gogh_van,"
,Wheat Field under Clouded Sky,
July 1890, Auvers-sur-Oise,
Oil on canvas, 50 x 101 cm,
Rijksmuseum Vincent van Gogh, Amsterdam,

",15,July 1890,Auvers-sur-Oise,50 x 101 cm,"Rijksmuseum Vincent van Gogh, Amsterdam",Oil on canvas,Wheat Field under Clouded Sky,gogh_van_15_auvers32.jpg,1461,700
http://www.wga.hu/art/g/gogh_van/15/auvers33.jpg,gogh_van,"
,Wheat Field with Crows,
July 1890, Auvers-sur-Oise,
Oil on canvas, 50,5 x 103 cm,
Rijksmuseum Vincent van Gogh, Amsterdam,

",15,July 1890,Auvers-sur-Oise,50,"Rijksmuseum Vincent van Gogh, Amsterdam","Oil on canvas, ,5 x 103 cm",Wheat Field with Crows,gogh_van_15_auvers33.jpg,1300,621
http://www.wga.hu/art/g/gogh_van/14/4earlie1.jpg,gogh_van,"
,Vincent's Bedroom in Arles,
September 1889, Saint-Rémy,
Oil on canvas, 57 x 74 cm,
Musée d'Orsay, Paris,

",14,September 1889,Saint-Rémy,57 x 74 cm,"Musée d'Orsay, Paris",Oil on canvas,Vincent's Bedroom in Arles,gogh_van_14_4earlie1.jpg,1304,1000
http://www.wga.hu/art/g/gogh_van/14/4earlie2.jpg,gogh_van,"
,Vincent's Bedroom in Arles,
September 1889, Saint-Rémy,
Oil on canvas, 73 x 92 cm,
Art Institute, Chicago,

",14,September 1889,Saint-Rémy,73 x 92 cm,"Art Institute, Chicago",Oil on canvas,Vincent's Bedroom in Arles,gogh_van_14_4earlie2.jpg,1400,1109
http://www.wga.hu/art/g/gogh_van/14/4earlie3.jpg,gogh_van,"
,Old Man in Sorrow  (At Eternity's Gate),
April-May 1890, Saint-Rémy,
Oil on canvas, 81 x 65 cm,
Rijksmuseum Kröller-Müller, Otterlo,

",14,April-May 1890,Saint-Rémy,81 x 65 cm,"Rijksmuseum Kröller-Müller, Otterlo",Oil on canvas,Old Man in Sorrow  (At Eternity's Gate),gogh_van_14_4earlie3.jpg,900,1127
http://www.wga.hu/art/g/gogh_van/14/5portra1.jpg,gogh_van,"
,Portrait of Trabuc, Attendant at St Paul Hospital,
September 1889, Saint-Rémy,
Oil on canvas, 61 x 46 cm,
Kunstmuseum, Solothurn,

",14,September 1889,Saint-Rémy,61 x 46 cm,"Kunstmuseum, Solothurn",Oil on canvas,"Portrait of Trabuc, Attendant at St Paul Hospital",gogh_van_14_5portra1.jpg,937,1300
http://www.wga.hu/art/g/gogh_van/14/5portra2.jpg,gogh_van,"
,Portrait of Madame Trabuc,
September 1889, Saint-Rémy,
Oil on canvas on panel, 64 x 49 cm,
The Hermitage, St. Petersburg,

",14,September 1889,Saint-Rémy,64 x 49 cm,"The Hermitage, St. Petersburg",Oil on canvas on panel,Portrait of Madame Trabuc,gogh_van_14_5portra2.jpg,1000,1327
http://www.wga.hu/art/g/gogh_van/14/5portra3.jpg,gogh_van,"
,Portrait of a Patient in Saint-Paul Hospital,
October 1889, Saint-Rémy,
Oil on canvas, 33 x 24 cm,
Rijksmuseum Vincent van Gogh, Amsterdam,

",14,October 1889,Saint-Rémy,33 x 24 cm,"Rijksmuseum Vincent van Gogh, Amsterdam",Oil on canvas,Portrait of a Patient in Saint-Paul Hospital,gogh_van_14_5portra3.jpg,682,950
http://www.wga.hu/art/g/gogh_van/14/5portra4.jpg,gogh_van,"
,L'Arlésienne (Madame Ginoux),
February 1890, Saint-Rémy,
Oil on canvas, 60 x 50 cm,
Galleria Nazionale d'Arte Moderna e Contemporanea, Rome,

",14,February 1890,Saint-Rémy,60 x 50 cm,"Galleria Nazionale d'Arte Moderna e Contemporanea, Rome",Oil on canvas,L'Arlésienne (Madame Ginoux),gogh_van_14_5portra4.jpg,1082,1300
http://www.wga.hu/art/g/gogh_van/14/5portra5.jpg,gogh_van,"
,L'Arlésienne (Madame Ginoux),
February 1890, Saint-Rémy,
Oil on canvas, 65 x 49 cm,
Rijksmuseum Kröller-Müller, Otterlo,

",14,February 1890,Saint-Rémy,65 x 49 cm,"Rijksmuseum Kröller-Müller, Otterlo",Oil on canvas,L'Arlésienne (Madame Ginoux),gogh_van_14_5portra5.jpg,1042,1400
http://www.wga.hu/art/g/gogh_van/14/6still1.jpg,gogh_van,"
,Blossoming Almond Tree,
February 1890, Saint-Rémy,
Oil on canvas, 74 x 92 cm,
Rijksmuseum Vincent van Gogh, Amsterdam,

",14,February 1890,Saint-Rémy,74 x 92 cm,"Rijksmuseum Vincent van Gogh, Amsterdam",Oil on canvas,Blossoming Almond Tree,gogh_van_14_6still1.jpg,1300,1040
http://www.wga.hu/art/g/gogh_van/14/6still2.jpg,gogh_van,"
,Still-Life: Vase with Irises against a Yellow Background,
May 1890, Saint-Rémy,
Oil on canvas, 92 x 74 cm,
Rijksmuseum Vincent van Gogh, Amsterdam,

",14,May 1890,Saint-Rémy,92 x 74 cm,"Rijksmuseum Vincent van Gogh, Amsterdam",Oil on canvas,Still-Life: Vase with Irises against a Yellow Background,gogh_van_14_6still2.jpg,1000,1254
http://www.wga.hu/art/g/gogh_van/14/6still3.jpg,gogh_van,"
,Vase with Irises,
May 1890, Saint-Rémy,
Oil on canvas, 74 x 92 cm,
Metropolitan Museum of Art, New York,

",14,May 1890,Saint-Rémy,74 x 92 cm,"Metropolitan Museum of Art, New York",Oil on canvas,Vase with Irises,gogh_van_14_6still3.jpg,1284,1000
http://www.wga.hu/art/g/gogh_van/13/copies01.jpg,gogh_van,"
,Reaper with Sickle (after Millet),
September 1889, Saint-Rémy,
Oil on canvas, 45 x 34 cm,
Rijksmuseum Vincent van Gogh, Amsterdam,

",13,September 1889,Saint-Rémy,45 x 34 cm,"Rijksmuseum Vincent van Gogh, Amsterdam",Oil on canvas,Reaper with Sickle (after Millet),gogh_van_13_copies01.jpg,900,1242
http://www.wga.hu/art/g/gogh_van/13/copies02.jpg,gogh_van,"
,Peasant Woman Binding Sheaves (after Millet),
September 1889, Saint-Rémy,
Oil on canvas, 45 x 34 cm,
Rijksmuseum Vincent van Gogh, Amsterdam,

",13,September 1889,Saint-Rémy,45 x 34 cm,"Rijksmuseum Vincent van Gogh, Amsterdam",Oil on canvas,Peasant Woman Binding Sheaves (after Millet),gogh_van_13_copies02.jpg,900,1201
http://www.wga.hu/art/g/gogh_van/13/copies03.jpg,gogh_van,"
,Pietà (after Delacroix),
September 1889, Saint-Rémy,
Oil on canvas, 74 x 62 cm,
Rijksmuseum Vincent van Gogh, Amsterdam,

",13,September 1889,Saint-Rémy,74 x 62 cm,"Rijksmuseum Vincent van Gogh, Amsterdam",Oil on canvas,Pietà (after Delacroix),gogh_van_13_copies03.jpg,900,1119
http://www.wga.hu/art/g/gogh_van/13/copies04.jpg,gogh_van,"
,The Spinner (after Millet),
September 1889, Saint-Rémy,
Oil on canvas, 40 x 26 cm,
Private collection,

",13,September 1889,Saint-Rémy,40 x 26 cm,Private collection,Oil on canvas,The Spinner (after Millet),gogh_van_13_copies04.jpg,750,1217
http://www.wga.hu/art/g/gogh_van/13/copies05.jpg,gogh_van,"
,The Reaper (after Millet),
September 1889, Saint-Rémy,
Oil on canvas, 44 x 25 cm,
Memorial Art Gallery, University of Rochester, Rochester,

",13,September 1889,Saint-Rémy,44 x 25 cm,"Memorial Art Gallery, University of Rochester, Rochester",Oil on canvas,The Reaper (after Millet),gogh_van_13_copies05.jpg,750,1318
http://www.wga.hu/art/g/gogh_van/13/copies06.jpg,gogh_van,"
,The Thresher (after Millet),
September 1889, Saint-Rémy,
Oil on canvas, 44 x 28 cm,
Rijksmuseum Vincent van Gogh, Amsterdam,

",13,September 1889,Saint-Rémy,44 x 28 cm,"Rijksmuseum Vincent van Gogh, Amsterdam",Oil on canvas,The Thresher (after Millet),gogh_van_13_copies06.jpg,650,1054
http://www.wga.hu/art/g/gogh_van/13/copies07.jpg,gogh_van,"
,The Sheaf-Binder (after Millet),
September 1889, Saint-Rémy,
Oil on canvas, 45 x 32 cm,
Rijksmuseum Vincent van Gogh, Amsterdam,

",13,September 1889,Saint-Rémy,45 x 32 cm,"Rijksmuseum Vincent van Gogh, Amsterdam",Oil on canvas,The Sheaf-Binder (after Millet),gogh_van_13_copies07.jpg,886,1200
http://www.wga.hu/art/g/gogh_van/13/copies08.jpg,gogh_van,"
,The Sheep-Shearers (after Millet),
September 1889, Saint-Rémy,
Oil on canvas, 44 x 30 cm,
Rijksmuseum Vincent van Gogh, Amsterdam,

",13,September 1889,Saint-Rémy,44 x 30 cm,"Rijksmuseum Vincent van Gogh, Amsterdam",Oil on canvas,The Sheep-Shearers (after Millet),gogh_van_13_copies08.jpg,761,1100
http://www.wga.hu/art/g/gogh_van/13/copies09.jpg,gogh_van,"
,Peasant Woman Cutting Straw (after Millet),
September 1889, Saint-Rémy,
Oil on canvas, 41 x 27 cm,
Rijksmuseum Vincent van Gogh, Amsterdam,

",13,September 1889,Saint-Rémy,41 x 27 cm,"Rijksmuseum Vincent van Gogh, Amsterdam",Oil on canvas,Peasant Woman Cutting Straw (after Millet),gogh_van_13_copies09.jpg,700,1054
http://www.wga.hu/art/g/gogh_van/13/copies10.jpg,gogh_van,"
,Two Peasants Digging (after Millet),
October 1889, Saint-Rémy,
Oil on canvas, 72 x 92 cm,
Stedelijk Museum, Amsterdam,

",13,October 1889,Saint-Rémy,72 x 92 cm,"Stedelijk Museum, Amsterdam",Oil on canvas,Two Peasants Digging (after Millet),gogh_van_13_copies10.jpg,1266,1000
http://www.wga.hu/art/g/gogh_van/13/copies11.jpg,gogh_van,"
,The Sower (after Millet),
October-November 1889, Saint-Rémy,
Oil on canvas, 64 x 55 cm,
Rijksmuseum Kröller-Müller, Otterlo,

",13,October-November 1889,Saint-Rémy,64 x 55 cm,"Rijksmuseum Kröller-Müller, Otterlo",Oil on canvas,The Sower (after Millet),gogh_van_13_copies11.jpg,889,1050
http://www.wga.hu/art/g/gogh_van/13/copies12.jpg,gogh_van,"
,The Sower (after Millet),
October 1889, Saint-Rémy,
Oil on canvas, 81 x 66 cm,
Private collection,

",13,October 1889,Saint-Rémy,81 x 66 cm,Private collection,Oil on canvas,The Sower (after Millet),gogh_van_13_copies12.jpg,850,1050
http://www.wga.hu/art/g/gogh_van/13/copies13.jpg,gogh_van,"
,The Shepherdess (after Millet),
November 1889, Saint-Rémy,
Oil on canvas, 53 x 41 cm,
Tel Aviv Museum, Tel Aviv,

",13,November 1889,Saint-Rémy,53 x 41 cm,"Tel Aviv Museum, Tel Aviv",Oil on canvas,The Shepherdess (after Millet),gogh_van_13_copies13.jpg,917,1200
http://www.wga.hu/art/g/gogh_van/13/copies14.jpg,gogh_van,"
,Morning: Peasant Couple Going to Work (after Millet),
January 1890, Saint-Rémy,
Oil on canvas, 73 x 92 cm,
The Hermitage, St. Petersburg,

",13,January 1890,Saint-Rémy,73 x 92 cm,"The Hermitage, St. Petersburg",Oil on canvas,Morning: Peasant Couple Going to Work (after Millet),gogh_van_13_copies14.jpg,1157,900
http://www.wga.hu/art/g/gogh_van/13/copies15.jpg,gogh_van,"
,First Steps (after Millet),
January 1890, Saint-Rémy,
Oil on canvas, 72 x 91 cm,
Metropolitan Museum of Art, New York,

",13,January 1890,Saint-Rémy,72 x 91 cm,"Metropolitan Museum of Art, New York",Oil on canvas,First Steps (after Millet),gogh_van_13_copies15.jpg,1145,900
http://www.wga.hu/art/g/gogh_van/13/copies16.jpg,gogh_van,"
,Noon: Rest from Work (after Millet),
January 1890, Saint-Rémy,
Oil on canvas, 73 x 91 cm,
Musée d'Orsay, Paris,

",13,January 1890,Saint-Rémy,73 x 91 cm,"Musée d'Orsay, Paris",Oil on canvas,Noon: Rest from Work (after Millet),gogh_van_13_copies16.jpg,1141,900
http://www.wga.hu/art/g/gogh_van/13/copies17.jpg,gogh_van,"
,Prisoners Exercising (after Doré),
February 1890, Saint-Rémy,
Oil on canvas, 80 x 64 cm,
Pushkin Museum, Moscow,

",13,February 1890,Saint-Rémy,80 x 64 cm,"Pushkin Museum, Moscow",Oil on canvas,Prisoners Exercising (after Doré),gogh_van_13_copies17.jpg,800,1043
http://www.wga.hu/art/g/gogh_van/13/copies18.jpg,gogh_van,"
,The Drinkers (after Daumier),
February 1890, Saint-Rémy,
Oil on canvas, 59 x 73 cm,
Art Institute, Chicago,

",13,February 1890,Saint-Rémy,59 x 73 cm,"Art Institute, Chicago",Oil on canvas,The Drinkers (after Daumier),gogh_van_13_copies18.jpg,1300,1090
http://www.wga.hu/art/g/gogh_van/13/copies19.jpg,gogh_van,"
,The Woodcutter (after Millet),
February 1890, Saint-Rémy,
Oil on canvas, 44 x 25 cm,
Rijksmuseum Vincent van Gogh, Amsterdam,

",13,February 1890,Saint-Rémy,44 x 25 cm,"Rijksmuseum Vincent van Gogh, Amsterdam",Oil on canvas,The Woodcutter (after Millet),gogh_van_13_copies19.jpg,700,1224
http://www.wga.hu/art/g/gogh_van/13/copies20.jpg,gogh_van,"
,The Good Samaritan (after Delacroix),
May 1890, Saint-Rémy,
Oil on canvas, 73 x 60 cm,
Rijksmuseum Kröller-Müller, Otterlo,

",13,May 1890,Saint-Rémy,73 x 60 cm,"Rijksmuseum Kröller-Müller, Otterlo",Oil on canvas,The Good Samaritan (after Delacroix),gogh_van_13_copies20.jpg,900,1103
http://www.wga.hu/art/g/gogh_van/13/copies21.jpg,gogh_van,"
,The Raising of Lazarus (after Rembrandt),
May 1890, Saint-Rémy,
Oil on canvas, 49 x 63 cm,
Rijksmuseum Vincent van Gogh, Amsterdam,

",13,May 1890,Saint-Rémy,49 x 63 cm,"Rijksmuseum Vincent van Gogh, Amsterdam",Oil on canvas,The Raising of Lazarus (after Rembrandt),gogh_van_13_copies21.jpg,1189,900
http://www.wga.hu/art/g/gogh_van/12/cypres01.jpg,gogh_van,"
,Starry Night,
June 1889, Saint-Rémy,
Oil on canvas, 74 x 92 cm,
Museum of Modern Art, New York,

",12,June 1889,Saint-Rémy,74 x 92 cm,"Museum of Modern Art, New York",Oil on canvas,Starry Night,gogh_van_12_cypres01.jpg,1276,1000
http://www.wga.hu/art/g/gogh_van/12/cypres02.jpg,gogh_van,"
,Cypresses,
June 1889, Saint-Rémy,
Oil on canvas, 93 x 74 cm,
Metropolitan Museum of Art, New York,

",12,June 1889,Saint-Rémy,93 x 74 cm,"Metropolitan Museum of Art, New York",Oil on canvas,Cypresses,gogh_van_12_cypres02.jpg,900,1128
http://www.wga.hu/art/g/gogh_van/12/cypres03.jpg,gogh_van,"
,Green Wheat Field with Cypress,
June 1889, Saint-Rémy,
Oil on canvas, 74 x 93 cm,
Národní Galerie, Prague,

",12,June 1889,Saint-Rémy,74 x 93 cm,"Národní Galerie, Prague",Oil on canvas,Green Wheat Field with Cypress,gogh_van_12_cypres03.jpg,1300,1013
http://www.wga.hu/art/g/gogh_van/12/cypres04.jpg,gogh_van,"
,Cypresses with Two Female Figures,
June 1889, Saint-Rémy,
Oil on canvas, 92 x 73 cm,
Rijksmuseum Kröller-Müller, Otterlo,

",12,June 1889,Saint-Rémy,92 x 73 cm,"Rijksmuseum Kröller-Müller, Otterlo",Oil on canvas,Cypresses with Two Female Figures,gogh_van_12_cypres04.jpg,1036,1300
http://www.wga.hu/art/g/gogh_van/12/cypres05.jpg,gogh_van,"
,Wheat Field with Cypresses,
September 1889, Saint-Rémy,
Oil on canvas, 73 x 92 cm,
National Gallery, London,

",12,September 1889,Saint-Rémy,73 x 92 cm,"National Gallery, London",Oil on canvas,Wheat Field with Cypresses,gogh_van_12_cypres05.jpg,1400,1057
http://www.wga.hu/art/g/gogh_van/12/cypres06.jpg,gogh_van,"
,Fir-woods at Sunset,
November 1889, Saint-Rémy,
Oil on canvas, 92 x 73 cm,
Rijksmuseum Kröller-Müller, Otterlo,

",12,November 1889,Saint-Rémy,92 x 73 cm,"Rijksmuseum Kröller-Müller, Otterlo",Oil on canvas,Fir-woods at Sunset,gogh_van_12_cypres06.jpg,858,1100
http://www.wga.hu/art/g/gogh_van/12/cypres07.jpg,gogh_van,"
,Cypresses and Two Women,
February 1890, Saint-Rémy,
Oil on canvas, 44 x 27 cm,
Rijksmuseum Vincent van Gogh, Amsterdam,

",12,February 1890,Saint-Rémy,44 x 27 cm,"Rijksmuseum Vincent van Gogh, Amsterdam",Oil on canvas,Cypresses and Two Women,gogh_van_12_cypres07.jpg,745,1200
http://www.wga.hu/art/g/gogh_van/12/cypres08.jpg,gogh_van,"
,Cottages and Cypresses: Memories of the North,
March-April 1890, Saint-Rémy,
Oil on canvas on panel, 29 x 37 cm,
Rijksmuseum Vincent van Gogh, Amsterdam,

",12,March-April 1890,Saint-Rémy,29 x 37 cm,"Rijksmuseum Vincent van Gogh, Amsterdam",Oil on canvas on panel,Cottages and Cypresses: Memories of the North,gogh_van_12_cypres08.jpg,1147,900
http://www.wga.hu/art/g/gogh_van/12/cypres09.jpg,gogh_van,"
,Landscape with Couple Walking and Crescent Moon,
May 1890, Saint-Rémy,
Oil on canvas, 50 x 46 cm,
Museu de Arte, São Paulo,

",12,May 1890,Saint-Rémy,50 x 46 cm,"Museu de Arte, São Paulo",Oil on canvas,Landscape with Couple Walking and Crescent Moon,gogh_van_12_cypres09.jpg,1076,1200
http://www.wga.hu/art/g/gogh_van/12/olive01.jpg,gogh_van,"
,Olive Grove,
June 1889, Saint-Rémy,
Oil on canvas, 73 x 93 cm,
Nelson-Atkins Museum of Art, Kansas City,

",12,June 1889,Saint-Rémy,73 x 93 cm,"Nelson-Atkins Museum of Art, Kansas City",Oil on canvas,Olive Grove,gogh_van_12_olive01.jpg,1200,931
http://www.wga.hu/art/g/gogh_van/12/olive02.jpg,gogh_van,"
,Olive Grove,
June 1889, Saint-Rémy,
Oil on canvas, 72 x 92 cm,
Rijksmuseum Kröller-Müller, Otterlo,

",12,June 1889,Saint-Rémy,72 x 92 cm,"Rijksmuseum Kröller-Müller, Otterlo",Oil on canvas,Olive Grove,gogh_van_12_olive02.jpg,1232,1000
http://www.wga.hu/art/g/gogh_van/12/olive03.jpg,gogh_van,"
,The Olive Trees,
June-July 1889, Saint-Rémy,
Oil on canvas, 73 x 91 cm,
Museum of Modern Art, New York,

",12,June-July 1889,Saint-Rémy,73 x 91 cm,"Museum of Modern Art, New York",Oil on canvas,The Olive Trees,gogh_van_12_olive03.jpg,1313,1000
http://www.wga.hu/art/g/gogh_van/12/olive04.jpg,gogh_van,"
,Olive Orchards: Bright Blue Sky,
Autumn 1889, Saint-Rémy,
Oil on canvas, 49 x 63 cm,
National Gallery of Scotland, Edinburgh,

",12,Autumn 1889,Saint-Rémy,49 x 63 cm,"National Gallery of Scotland, Edinburgh",Oil on canvas,Olive Orchards: Bright Blue Sky,gogh_van_12_olive04.jpg,1200,920
http://www.wga.hu/art/g/gogh_van/12/olive05.jpg,gogh_van,"
,Olive Trees with Yellow Sky and Sun,
November 1889, Saint-Rémy,
Oil on canvas, 74 x 93 cm,
Institute of Arts, Minneapolis,

",12,November 1889,Saint-Rémy,74 x 93 cm,"Institute of Arts, Minneapolis",Oil on canvas,Olive Trees with Yellow Sky and Sun,gogh_van_12_olive05.jpg,1123,900
http://www.wga.hu/art/g/gogh_van/12/olive06.jpg,gogh_van,"
,Olive Orchards against a Slope of a Hill,
November-December 1889, Saint-Rémy,
Oil on canvas, 34 x 40 cm,
Rijksmuseum Vincent van Gogh, Amsterdam,

",12,November-December 1889,Saint-Rémy,34 x 40 cm,"Rijksmuseum Vincent van Gogh, Amsterdam",Oil on canvas,Olive Orchards against a Slope of a Hill,gogh_van_12_olive06.jpg,1149,930
http://www.wga.hu/art/g/gogh_van/12/olive07.jpg,gogh_van,"
,Olive Picking,
December 1889, Saint-Rémy,
Oil on canvas, 72 x 90 cm,
Private collection,

",12,December 1889,Saint-Rémy,72 x 90 cm,Private collection,Oil on canvas,Olive Picking,gogh_van_12_olive07.jpg,1093,900
http://www.wga.hu/art/g/gogh_van/12/olive08.jpg,gogh_van,"
,Olive Grove with Picking Figures,
December 1889, Saint-Rémy,
Oil on canvas, 73 x 92 cm,
Rijksmuseum Kröller-Müller, Otterlo,

",12,December 1889,Saint-Rémy,73 x 92 cm,"Rijksmuseum Kröller-Müller, Otterlo",Oil on canvas,Olive Grove with Picking Figures,gogh_van_12_olive08.jpg,1122,850
http://www.wga.hu/art/g/gogh_van/12/olive09.jpg,gogh_van,"
,Olive Picking,
December 1889, Saint-Rémy,
Oil on canvas, 73 x 92 cm,
National Gallery of Art, Washington,

",12,December 1889,Saint-Rémy,73 x 92 cm,"National Gallery of Art, Washington",Oil on canvas,Olive Picking,gogh_van_12_olive09.jpg,1064,800
http://www.wga.hu/art/g/gogh_van/12/olive10.jpg,gogh_van,"
,Landscape with Trees and Figures,
November 1889, Saint-Rémy,
Oil on canvas, 50 x 65 cm,
Baltimore Museum of Art, Baltimore,

",12,November 1889,Saint-Rémy,50 x 65 cm,"Baltimore Museum of Art, Baltimore",Oil on canvas,Landscape with Trees and Figures,gogh_van_12_olive10.jpg,1266,950
http://www.wga.hu/art/g/gogh_van/11/1asylu01.jpg,gogh_van,"
,The Garden of Saint-Paul Hospital,
May 1889, Saint-Rémy,
Oil on canvas, 95 x 76 cm,
Rijksmuseum Kröller-Müller, Otterlo,

",11,May 1889,Saint-Rémy,95 x 76 cm,"Rijksmuseum Kröller-Müller, Otterlo",Oil on canvas,The Garden of Saint-Paul Hospital,gogh_van_11_1asylu01.jpg,800,1004
http://www.wga.hu/art/g/gogh_van/11/1asylu02.jpg,gogh_van,"
,Irises,
May 1889, Saint-Rémy,
Oil on canvas, 71 x 93 cm,
Private collection,

",11,May 1889,Saint-Rémy,71 x 93 cm,Private collection,Oil on canvas,Irises,gogh_van_11_1asylu02.jpg,1300,1009
http://www.wga.hu/art/g/gogh_van/11/1asylu03.jpg,gogh_van,"
,Lilac Bush,
May 1889, Saint-Rémy,
Oil on canvas, 72 x 92 cm,
The Hermitage, St. Petersburg,

",11,May 1889,Saint-Rémy,72 x 92 cm,"The Hermitage, St. Petersburg",Oil on canvas,Lilac Bush,gogh_van_11_1asylu03.jpg,1069,850
