,painting_url,short_name,painting_info_detail,period_code,creation_date,creation_place,dimension,exibit_place,technique,title,creation_date,creation_place,dimension,exibit_place,technique,title
1763,http://www.wga.hu/art/g/gogh_van/09/arles54.jpg,gogh_van,"
,Les Alyscamps, Falling Autumn Leaves,
November 1888, Arles,
Oil on canvas, 73 x 92 cm,
Rijksmuseum Kröller-Müller, Otterlo,

",9,November 1888,Arles,73 x 92 cm,"Rijksmuseum Kröller-Müller, Otterlo",Oil on canvas,"Les Alyscamps, Falling Autumn Leaves",November 1888,Arles,73 x 92 cm,"Rijksmuseum Kröller-Müller, Otterlo",Oil on canvas,"Les Alyscamps, Falling Autumn Leaves"
1764,http://www.wga.hu/art/g/gogh_van/09/arles55.jpg,gogh_van,"
,Les Alyscamps,
November 1888, Arles,
Oil on canvas, 72 x 91 cm,
Private collection,

",9,November 1888,Arles,72 x 91 cm,Private collection,Oil on canvas,Les Alyscamps,November 1888,Arles,72 x 91 cm,Private collection,Oil on canvas,Les Alyscamps
1765,http://www.wga.hu/art/g/gogh_van/09/arles56.jpg,gogh_van,"
,The Red Vineyard,
November 1888, Arles,
Oil on canvas, 75 x 93 cm,
Pushkin Museum, Moscow,

",9,November 1888,Arles,75 x 93 cm,"Pushkin Museum, Moscow",Oil on canvas,The Red Vineyard,November 1888,Arles,75 x 93 cm,"Pushkin Museum, Moscow",Oil on canvas,The Red Vineyard
1766,http://www.wga.hu/art/g/gogh_van/09/arles57.jpg,gogh_van,"
,Ladies of Arles (Memory of the Garden at Etten),
November 1888, Arles,
Oil on canvas, 73 x 92 cm,
The Hermitage, St. Petersburg,

",9,November 1888,Arles,73 x 92 cm,"The Hermitage, St. Petersburg",Oil on canvas,Ladies of Arles (Memory of the Garden at Etten),November 1888,Arles,73 x 92 cm,"The Hermitage, St. Petersburg",Oil on canvas,Ladies of Arles (Memory of the Garden at Etten)
1767,http://www.wga.hu/art/g/gogh_van/09/arles58.jpg,gogh_van,"
,The Sower,
November 1888, Arles,
Oil on canvas, 32 x 40 cm,
Rijksmuseum Vincent van Gogh, Amsterdam,

",9,November 1888,Arles,32 x 40 cm,"Rijksmuseum Vincent van Gogh, Amsterdam",Oil on canvas,The Sower,November 1888,Arles,32 x 40 cm,"Rijksmuseum Vincent van Gogh, Amsterdam",Oil on canvas,The Sower
1768,http://www.wga.hu/art/g/gogh_van/09/arles59.jpg,gogh_van,"
,Vincent's Chair with His Pipe,
December 1888, Arles,
Oil  on canvas, 92 x 73 cm,
National Gallery, London,

",9,December 1888,Arles,92 x 73 cm,"National Gallery, London",Oil  on canvas,Vincent's Chair with His Pipe,December 1888,Arles,92 x 73 cm,"National Gallery, London",Oil  on canvas,Vincent's Chair with His Pipe
1769,http://www.wga.hu/art/g/gogh_van/09/arles60.jpg,gogh_van,"
,Gauguin's Chair,
December 1888, Arles,
Oil on canvas, 91 x 72 cm,
Rijksmuseum Vincent van Gogh, Amsterdam,

",9,December 1888,Arles,91 x 72 cm,"Rijksmuseum Vincent van Gogh, Amsterdam",Oil on canvas,Gauguin's Chair,December 1888,Arles,91 x 72 cm,"Rijksmuseum Vincent van Gogh, Amsterdam",Oil on canvas,Gauguin's Chair
1770,http://www.wga.hu/art/g/gogh_van/09/arles61.jpg,gogh_van,"
,Spectators in the Arena at Arles,
December 1888, Arles,
Oil on canvas, 75 x 94 cm cm,
The Hermitage, St. Petersburg,

",9,December 1888,Arles,75 x 94 cm,"The Hermitage, St. Petersburg","Oil on canvas,  cm",Spectators in the Arena at Arles,December 1888,Arles,75 x 94 cm,"The Hermitage, St. Petersburg","Oil on canvas,  cm",Spectators in the Arena at Arles
1771,http://www.wga.hu/art/g/gogh_van/09/arles62.jpg,gogh_van,"
,The Dance Hall in Arles,
December 1888, Arles,
Oil on canvas, 65 x 81 cm,
Musée d'Orsay, Paris,

",9,December 1888,Arles,65 x 81 cm,"Musée d'Orsay, Paris",Oil on canvas,The Dance Hall in Arles,December 1888,Arles,65 x 81 cm,"Musée d'Orsay, Paris",Oil on canvas,The Dance Hall in Arles
1772,http://www.wga.hu/art/g/gogh_van/09/arles63.jpg,gogh_van,"
,Sunflowers,
January 1889, Arles,
Oil on canvas, 92 x 71 cm,
Museum of Art, Philadelphia,

",9,January 1889,Arles,92 x 71 cm,"Museum of Art, Philadelphia",Oil on canvas,Sunflowers,January 1889,Arles,92 x 71 cm,"Museum of Art, Philadelphia",Oil on canvas,Sunflowers
1773,http://www.wga.hu/art/g/gogh_van/09/arles64.jpg,gogh_van,"
,Still-Life with Drawing Board and Onions,
January 1889, Arles,
Oil on canvas, 50 x 64 cm,
Rijksmuseum Kröller-Müller, Otterlo,

",9,January 1889,Arles,50 x 64 cm,"Rijksmuseum Kröller-Müller, Otterlo",Oil on canvas,Still-Life with Drawing Board and Onions,January 1889,Arles,50 x 64 cm,"Rijksmuseum Kröller-Müller, Otterlo",Oil on canvas,Still-Life with Drawing Board and Onions
1774,http://www.wga.hu/art/g/gogh_van/09/arles65.jpg,gogh_van,"
,Still-Life: Oranges, Lemons and Blue Gloves,
January 1889, Arles,
Oil on canvas, 49 x 65 cm,
Private collection,

",9,January 1889,Arles,49 x 65 cm,Private collection,Oil on canvas,"Still-Life: Oranges, Lemons and Blue Gloves",January 1889,Arles,49 x 65 cm,Private collection,Oil on canvas,"Still-Life: Oranges, Lemons and Blue Gloves"
1775,http://www.wga.hu/art/g/gogh_van/09/arles66.jpg,gogh_van,"
,A Pair of Leather Clogs,
Spring 1889, Arles,
Oil on canvas, 33 x 41 cm,
Rijksmuseum Vincent van Gogh, Amsterdam,

",9,Spring 1889,Arles,33 x 41 cm,"Rijksmuseum Vincent van Gogh, Amsterdam",Oil on canvas,A Pair of Leather Clogs,Spring 1889,Arles,33 x 41 cm,"Rijksmuseum Vincent van Gogh, Amsterdam",Oil on canvas,A Pair of Leather Clogs
1776,http://www.wga.hu/art/g/gogh_van/09/arles67.jpg,gogh_van,"
,Ward in the Hospital in Arles,
April 1889, Arles,
Oil on canvas, 74 x 92 cm,
Oskar Reinhart Collection, Winterthur,

",9,April 1889,Arles,74 x 92 cm,"Oskar Reinhart Collection, Winterthur",Oil on canvas,Ward in the Hospital in Arles,April 1889,Arles,74 x 92 cm,"Oskar Reinhart Collection, Winterthur",Oil on canvas,Ward in the Hospital in Arles
1777,http://www.wga.hu/art/g/gogh_van/09/arles68.jpg,gogh_van,"
,The Courtyard of the Hospital at Arles,
April 1889, Arles,
Oil on canvas, 73 x 92 cm,
Oskar Reinhart Collection, Winterthur,

",9,April 1889,Arles,73 x 92 cm,"Oskar Reinhart Collection, Winterthur",Oil on canvas,The Courtyard of the Hospital at Arles,April 1889,Arles,73 x 92 cm,"Oskar Reinhart Collection, Winterthur",Oil on canvas,The Courtyard of the Hospital at Arles
1778,http://www.wga.hu/art/g/gogh_van/09/arles69.jpg,gogh_van,"
,La Crau with Peach Trees in Blossom,
April 1889, Arles,
Oil on canvas, 65 x 81 cm,
Courtauld Gallery, London,

",9,April 1889,Arles,65 x 81 cm,"Courtauld Gallery, London",Oil on canvas,La Crau with Peach Trees in Blossom,April 1889,Arles,65 x 81 cm,"Courtauld Gallery, London",Oil on canvas,La Crau with Peach Trees in Blossom
1779,http://www.wga.hu/art/g/gogh_van/09/arles70.jpg,gogh_van,"
,Orchard in Blossom with View of Arles,
April 1889, Arles,
Oil on canvas, 72 x 92 cm,
Neue Pinakothek, Munich,

",9,April 1889,Arles,72 x 92 cm,"Neue Pinakothek, Munich",Oil on canvas,Orchard in Blossom with View of Arles,April 1889,Arles,72 x 92 cm,"Neue Pinakothek, Munich",Oil on canvas,Orchard in Blossom with View of Arles
1780,http://www.wga.hu/art/g/gogh_van/08/1arles01.jpg,gogh_van,"
,The Langlois Bridge at Arles,
March 1888, Arles,
Oil on canvas, 54 x 65 cm,
Rijksmuseum Kröller-Müller, Otterlo,

",8,March 1888,Arles,54 x 65 cm,"Rijksmuseum Kröller-Müller, Otterlo",Oil on canvas,The Langlois Bridge at Arles,March 1888,Arles,54 x 65 cm,"Rijksmuseum Kröller-Müller, Otterlo",Oil on canvas,The Langlois Bridge at Arles
1781,http://www.wga.hu/art/g/gogh_van/08/1arles03.jpg,gogh_van,"
,The Langlois Bridge at Arles,
April 1888, Arles,
Oil on canvas, 60 x 65 cm,
Private collection,

",8,April 1888,Arles,60 x 65 cm,Private collection,Oil on canvas,The Langlois Bridge at Arles,April 1888,Arles,60 x 65 cm,Private collection,Oil on canvas,The Langlois Bridge at Arles
1782,http://www.wga.hu/art/g/gogh_van/08/1arles04.jpg,gogh_van,"
,The Bridge at Langlois near Arles,
May 1888, Arles,
Oil on canvas, 50 x 64 cm,
Wallraf-Richartz-Museum, Cologne,

",8,May 1888,Arles,50 x 64 cm,"Wallraf-Richartz-Museum, Cologne",Oil on canvas,The Bridge at Langlois near Arles,May 1888,Arles,50 x 64 cm,"Wallraf-Richartz-Museum, Cologne",Oil on canvas,The Bridge at Langlois near Arles
1783,http://www.wga.hu/art/g/gogh_van/08/1arles05.jpg,gogh_van,"
,Avenue of Plane Trees near Arles Station,
March 1888, Arles,
Oil on canvas, 46 x 50 cm,
Musée Rodin, Paris,

",8,March 1888,Arles,46 x 50 cm,"Musée Rodin, Paris",Oil on canvas,Avenue of Plane Trees near Arles Station,March 1888,Arles,46 x 50 cm,"Musée Rodin, Paris",Oil on canvas,Avenue of Plane Trees near Arles Station
1784,http://www.wga.hu/art/g/gogh_van/08/1arles06.jpg,gogh_van,"
,Harvest at La Crau (The Blue Cart),
June 1888, Arles,
Oil on canvas, 73 x 92 cm,
Rijksmuseum Vincent van Gogh, Amsterdam,

",8,June 1888,Arles,73 x 92 cm,"Rijksmuseum Vincent van Gogh, Amsterdam",Oil on canvas,Harvest at La Crau (The Blue Cart),June 1888,Arles,73 x 92 cm,"Rijksmuseum Vincent van Gogh, Amsterdam",Oil on canvas,Harvest at La Crau (The Blue Cart)
1785,http://www.wga.hu/art/g/gogh_van/08/1arles07.jpg,gogh_van,"
,Haystacks in Provence,
June 1888, Arles,
Oil on canvas, 73 x 93 cm,
Rijksmuseum Kröller-Müller, Otterlo,

",8,June 1888,Arles,73 x 93 cm,"Rijksmuseum Kröller-Müller, Otterlo",Oil on canvas,Haystacks in Provence,June 1888,Arles,73 x 93 cm,"Rijksmuseum Kröller-Müller, Otterlo",Oil on canvas,Haystacks in Provence
1786,http://www.wga.hu/art/g/gogh_van/08/1arles08.jpg,gogh_van,"
,Farmhouse in Provence,
June 1888, Arles,
Oil on canvas, 46 x 61 cm,
National Gallery of Art, Washington,

",8,June 1888,Arles,46 x 61 cm,"National Gallery of Art, Washington",Oil on canvas,Farmhouse in Provence,June 1888,Arles,46 x 61 cm,"National Gallery of Art, Washington",Oil on canvas,Farmhouse in Provence
1787,http://www.wga.hu/art/g/gogh_van/08/1arles09.jpg,gogh_van,"
,Wheat Stacks with Reaper,
June 1888, Arles,
Oil on canvas, 74 x 93 cm,
Toledo Museum of Art, Toledo, Ohio,

",8,June 1888,Arles,74 x 93 cm,"Toledo Museum of Art, Toledo, Ohio",Oil on canvas,Wheat Stacks with Reaper,June 1888,Arles,74 x 93 cm,"Toledo Museum of Art, Toledo, Ohio",Oil on canvas,Wheat Stacks with Reaper
1788,http://www.wga.hu/art/g/gogh_van/08/1arles10.jpg,gogh_van,"
,The Sower,
June 1888, Arles,
Oil on canvas, 64 x 81 cm,
Rijksmuseum Kröller-Müller, Otterlo,

",8,June 1888,Arles,64 x 81 cm,"Rijksmuseum Kröller-Müller, Otterlo",Oil on canvas,The Sower,June 1888,Arles,64 x 81 cm,"Rijksmuseum Kröller-Müller, Otterlo",Oil on canvas,The Sower
1789,http://www.wga.hu/art/g/gogh_van/08/1arles11.jpg,gogh_van,"
,The Bridge at Trinquetaille,
June 1888, Arles,
Oil on canvas, 65 x 81 cm,
Private collection,

",8,June 1888,Arles,65 x 81 cm,Private collection,Oil on canvas,The Bridge at Trinquetaille,June 1888,Arles,65 x 81 cm,Private collection,Oil on canvas,The Bridge at Trinquetaille
1790,http://www.wga.hu/art/g/gogh_van/08/1arles12.jpg,gogh_van,"
,Still-Life with Coffee Pot, Earthenware and Fruit,
May 1888, Arles,
Oil on canvas, 65 x 81 cm,
Private collection,

",8,May 1888,Arles,65 x 81 cm,Private collection,Oil on canvas,"Still-Life with Coffee Pot, Earthenware and Fruit",May 1888,Arles,65 x 81 cm,Private collection,Oil on canvas,"Still-Life with Coffee Pot, Earthenware and Fruit"
1791,http://www.wga.hu/art/g/gogh_van/08/2maries1.jpg,gogh_van,"
,Seascape at Saintes-Maries,
May-June 1888, Saintes-Maries-de-la-Mer,
Oil on canvas, 51 x 64 cm,
Rijksmuseum Vincent van Gogh, Amsterdam,

",8,May-June 1888,Saintes-Maries-de-la-Mer,51 x 64 cm,"Rijksmuseum Vincent van Gogh, Amsterdam",Oil on canvas,Seascape at Saintes-Maries,May-June 1888,Saintes-Maries-de-la-Mer,51 x 64 cm,"Rijksmuseum Vincent van Gogh, Amsterdam",Oil on canvas,Seascape at Saintes-Maries
1792,http://www.wga.hu/art/g/gogh_van/08/2maries2.jpg,gogh_van,"
,Seascape at Saintes-Maries,
June 1888, Arles,
Oil on canvas, 44 x 53 cm,
Pushkin Museum, Moscow,

",8,June 1888,Arles,44 x 53 cm,"Pushkin Museum, Moscow",Oil on canvas,Seascape at Saintes-Maries,June 1888,Arles,44 x 53 cm,"Pushkin Museum, Moscow",Oil on canvas,Seascape at Saintes-Maries
1793,http://www.wga.hu/art/g/gogh_van/08/2maries3.jpg,gogh_van,"
,Street in Saintes-Maries,
June 1888, Arles,
Oil on canvas, 38 x 46 cm,
Private collection,

",8,June 1888,Arles,38 x 46 cm,Private collection,Oil on canvas,Street in Saintes-Maries,June 1888,Arles,38 x 46 cm,Private collection,Oil on canvas,Street in Saintes-Maries
1794,http://www.wga.hu/art/g/gogh_van/08/2maries4.jpg,gogh_van,"
,Three White Cottages in Saintes-Maries,
June 1888, Arles,
Oil on canvas, 34 x 42 cm,
Kunsthaus, Zurich,

",8,June 1888,Arles,34 x 42 cm,"Kunsthaus, Zurich",Oil on canvas,Three White Cottages in Saintes-Maries,June 1888,Arles,34 x 42 cm,"Kunsthaus, Zurich",Oil on canvas,Three White Cottages in Saintes-Maries
1795,http://www.wga.hu/art/g/gogh_van/08/2maries5.jpg,gogh_van,"
,Fishing Boats on the Beach at Saintes-Maries,
June 1888, Arles,
Oil on canvas, 65 x 82 cm,
Rijksmuseum Vincent van Gogh, Amsterdam,

",8,June 1888,Arles,65 x 82 cm,"Rijksmuseum Vincent van Gogh, Amsterdam",Oil on canvas,Fishing Boats on the Beach at Saintes-Maries,June 1888,Arles,65 x 82 cm,"Rijksmuseum Vincent van Gogh, Amsterdam",Oil on canvas,Fishing Boats on the Beach at Saintes-Maries
1796,http://www.wga.hu/art/g/gogh_van/08/2maries6.jpg,gogh_van,"
,View of Saintes-Maries,
June 1888, Arles,
Oil on canvas, 64 x 53 cm,
Rijksmuseum Kröller-Müller, Otterlo,

",8,June 1888,Arles,64 x 53 cm,"Rijksmuseum Kröller-Müller, Otterlo",Oil on canvas,View of Saintes-Maries,June 1888,Arles,64 x 53 cm,"Rijksmuseum Kröller-Müller, Otterlo",Oil on canvas,View of Saintes-Maries
1797,http://www.wga.hu/art/g/gogh_van/08/3arles21.jpg,gogh_van,"
,Flowering Garden,
July 1888, Arles,
Oil on canvas, 92 x 73 cm,
Metropolitan Museum of Art,, New York,

",8,July 1888,Arles,92 x 73 cm,"Metropolitan Museum of Art,, New York",Oil on canvas,Flowering Garden,July 1888,Arles,92 x 73 cm,"Metropolitan Museum of Art,, New York",Oil on canvas,Flowering Garden
1798,http://www.wga.hu/art/g/gogh_van/08/3arles22.jpg,gogh_van,"
,Flowering Garden with Path,
July 1888, Arles,
Oil on canvas, 72 x 91 cm,
Haags Gemeentemuseum, The Hague,

",8,July 1888,Arles,72 x 91 cm,"Haags Gemeentemuseum, The Hague",Oil on canvas,Flowering Garden with Path,July 1888,Arles,72 x 91 cm,"Haags Gemeentemuseum, The Hague",Oil on canvas,Flowering Garden with Path
1799,http://www.wga.hu/art/g/gogh_van/08/3arles23.jpg,gogh_van,"
,Sunny Lawn in a Public Park,
July 1888, Arles,
Oil on canvas, 61 x 74 cm,
Private collection,

",8,July 1888,Arles,61 x 74 cm,Private collection,Oil on canvas,Sunny Lawn in a Public Park,July 1888,Arles,61 x 74 cm,Private collection,Oil on canvas,Sunny Lawn in a Public Park
1800,http://www.wga.hu/art/g/gogh_van/08/3arles24.jpg,gogh_van,"
,Public Park with Weeping Willow: The Poet's Garden I,
September 1888, Arles,
Oil on canvas, 73 x 92 cm,
Art Institute, Chicago,

",8,September 1888,Arles,73 x 92 cm,"Art Institute, Chicago",Oil on canvas,Public Park with Weeping Willow: The Poet's Garden I,September 1888,Arles,73 x 92 cm,"Art Institute, Chicago",Oil on canvas,Public Park with Weeping Willow: The Poet's Garden I
1801,http://www.wga.hu/art/g/gogh_van/08/3arles25.jpg,gogh_van,"
,Vase with Fourteen Sunflowers,
August 1888, Arles,
Oil on canvas, 93 x 73 cm,
National Gallery, London,

",8,August 1888,Arles,93 x 73 cm,"National Gallery, London",Oil on canvas,Vase with Fourteen Sunflowers,August 1888,Arles,93 x 73 cm,"National Gallery, London",Oil on canvas,Vase with Fourteen Sunflowers
1802,http://www.wga.hu/art/g/gogh_van/08/3arles26.jpg,gogh_van,"
,Vase with Twelve Sunflowers,
August 1888, Arles,
Oil on canvas, 92 x 73 cm,
Neue Pinakothek, Munich,

",8,August 1888,Arles,92 x 73 cm,"Neue Pinakothek, Munich",Oil on canvas,Vase with Twelve Sunflowers,August 1888,Arles,92 x 73 cm,"Neue Pinakothek, Munich",Oil on canvas,Vase with Twelve Sunflowers
1803,http://www.wga.hu/art/g/gogh_van/08/3arles28.jpg,gogh_van,"
,Still-Life with Oleanders and Books,
August 1888, Arles,
Oil on canvas, 60 x 74 cm,
Metropolitan Museum of Art, New York,

",8,August 1888,Arles,60 x 74 cm,"Metropolitan Museum of Art, New York",Oil on canvas,Still-Life with Oleanders and Books,August 1888,Arles,60 x 74 cm,"Metropolitan Museum of Art, New York",Oil on canvas,Still-Life with Oleanders and Books
1804,http://www.wga.hu/art/g/gogh_van/08/3arles29.jpg,gogh_van,"
,A Pair of Shoes,
August 1888, Arles,
Oil on canvas, 46 x 55 cm,
Metropolitan Museum of Art, New York,

",8,August 1888,Arles,46 x 55 cm,"Metropolitan Museum of Art, New York",Oil on canvas,A Pair of Shoes,August 1888,Arles,46 x 55 cm,"Metropolitan Museum of Art, New York",Oil on canvas,A Pair of Shoes
1805,http://www.wga.hu/art/g/gogh_van/08/3arles30.jpg,gogh_van,"
,Encampment of Gypsies with Caravans,
August 1888, Arles,
Oil on canvas, 45 x 51 cm,
Musée d'Orsay, Paris,

",8,August 1888,Arles,45 x 51 cm,"Musée d'Orsay, Paris",Oil on canvas,Encampment of Gypsies with Caravans,August 1888,Arles,45 x 51 cm,"Musée d'Orsay, Paris",Oil on canvas,Encampment of Gypsies with Caravans
1806,http://www.wga.hu/art/g/gogh_van/08/3arles31.jpg,gogh_van,"
,Garden behind a House,
August 1888, Arles,
Oil on canvas, 64 x 53 cm,
Kunsthaus, Zurich,

",8,August 1888,Arles,64 x 53 cm,"Kunsthaus, Zurich",Oil on canvas,Garden behind a House,August 1888,Arles,64 x 53 cm,"Kunsthaus, Zurich",Oil on canvas,Garden behind a House
1807,http://www.wga.hu/art/g/gogh_van/08/3arles32.jpg,gogh_van,"
,Unloading Sand Barges,
August 1888, Arles,
Oil on canvas, 55 x 65 cm,
Museum Folkwang, Essen,

",8,August 1888,Arles,55 x 65 cm,"Museum Folkwang, Essen",Oil on canvas,Unloading Sand Barges,August 1888,Arles,55 x 65 cm,"Museum Folkwang, Essen",Oil on canvas,Unloading Sand Barges
1808,http://www.wga.hu/art/g/gogh_van/07/orchar00.jpg,gogh_van,"
,Blossoming Almond Branch in a Glass,
March 1888, Arles,
Oil on canvas, 24 x 19 cm,
Rijksmuseum Vincent van Gogh, Amsterdam,

",7,March 1888,Arles,24 x 19 cm,"Rijksmuseum Vincent van Gogh, Amsterdam",Oil on canvas,Blossoming Almond Branch in a Glass,March 1888,Arles,24 x 19 cm,"Rijksmuseum Vincent van Gogh, Amsterdam",Oil on canvas,Blossoming Almond Branch in a Glass
1809,http://www.wga.hu/art/g/gogh_van/07/orchar01.jpg,gogh_van,"
,Apricot Trees in Blossom,
April 1888, Arles,
Oil on canvas, 55 x 66 cm,
Private collection,

",7,April 1888,Arles,55 x 66 cm,Private collection,Oil on canvas,Apricot Trees in Blossom,April 1888,Arles,55 x 66 cm,Private collection,Oil on canvas,Apricot Trees in Blossom
1810,http://www.wga.hu/art/g/gogh_van/07/orchar02.jpg,gogh_van,"
,Orchard in Blossom (Plum Trees),
April 1888, Arles,
Oil on canvas, 55 x 65 cm,
National Gallery of Scotland, Edinburgh,

",7,April 1888,Arles,55 x 65 cm,"National Gallery of Scotland, Edinburgh",Oil on canvas,Orchard in Blossom (Plum Trees),April 1888,Arles,55 x 65 cm,"National Gallery of Scotland, Edinburgh",Oil on canvas,Orchard in Blossom (Plum Trees)
1811,http://www.wga.hu/art/g/gogh_van/07/orchar03.jpg,gogh_van,"
,Pink Peach Trees ('Souvenir de Mauve'),
March 1888, Arles,
Oil on canvas, 73 x 60 cm,
Rijksmuseum Kröller-Müller, Otterlo,

",7,March 1888,Arles,73 x 60 cm,"Rijksmuseum Kröller-Müller, Otterlo",Oil on canvas,Pink Peach Trees ('Souvenir de Mauve'),March 1888,Arles,73 x 60 cm,"Rijksmuseum Kröller-Müller, Otterlo",Oil on canvas,Pink Peach Trees ('Souvenir de Mauve')
1812,http://www.wga.hu/art/g/gogh_van/07/orchar04.jpg,gogh_van,"
,Orchard in Blossom,
March-April 1888, Arles,
Oil on canvas, 72 x 54 cm,
Metropolitan Museum of Art, New York,

",7,March-April 1888,Arles,72 x 54 cm,"Metropolitan Museum of Art, New York",Oil on canvas,Orchard in Blossom,March-April 1888,Arles,72 x 54 cm,"Metropolitan Museum of Art, New York",Oil on canvas,Orchard in Blossom
1813,http://www.wga.hu/art/g/gogh_van/07/orchar05.jpg,gogh_van,"
,Peach Tree in Blossom,
April-May 1888, Arles,
Oil on canvas, 81 x 60 cm,
Rijksmuseum Vincent van Gogh, Amsterdam,

",7,April-May 1888,Arles,81 x 60 cm,"Rijksmuseum Vincent van Gogh, Amsterdam",Oil on canvas,Peach Tree in Blossom,April-May 1888,Arles,81 x 60 cm,"Rijksmuseum Vincent van Gogh, Amsterdam",Oil on canvas,Peach Tree in Blossom
1814,http://www.wga.hu/art/g/gogh_van/07/orchar06.jpg,gogh_van,"
,Blossoming Pear Tree,
April 1888, Arles,
Oil on canvas, 73 x 46 cm,
Rijksmuseum Vincent van Gogh, Amsterdam,

",7,April 1888,Arles,73 x 46 cm,"Rijksmuseum Vincent van Gogh, Amsterdam",Oil on canvas,Blossoming Pear Tree,April 1888,Arles,73 x 46 cm,"Rijksmuseum Vincent van Gogh, Amsterdam",Oil on canvas,Blossoming Pear Tree
1815,http://www.wga.hu/art/g/gogh_van/07/orchar07.jpg,gogh_van,"
,Orchard in Blossom,
April 1888, Arles,
Oil on canvas, 72 x 58 cm,
Private collection,

",7,April 1888,Arles,72 x 58 cm,Private collection,Oil on canvas,Orchard in Blossom,April 1888,Arles,72 x 58 cm,Private collection,Oil on canvas,Orchard in Blossom
1816,http://www.wga.hu/art/g/gogh_van/07/orchar08.jpg,gogh_van,"
,Orchard in Blossom,
April 1888, Arles,
Oil on canvas, 73 x 92 cm,
Rijksmuseum Vincent van Gogh, Amsterdam,

",7,April 1888,Arles,73 x 92 cm,"Rijksmuseum Vincent van Gogh, Amsterdam",Oil on canvas,Orchard in Blossom,April 1888,Arles,73 x 92 cm,"Rijksmuseum Vincent van Gogh, Amsterdam",Oil on canvas,Orchard in Blossom
1817,http://www.wga.hu/art/g/gogh_van/07/orchar09.jpg,gogh_van,"
,Almond Tree in Blossom,
April 1888, Arles,
Oil on canvas, 49 x 36 cm,
Rijksmuseum Vincent van Gogh, Amsterdam,

",7,April 1888,Arles,49 x 36 cm,"Rijksmuseum Vincent van Gogh, Amsterdam",Oil on canvas,Almond Tree in Blossom,April 1888,Arles,49 x 36 cm,"Rijksmuseum Vincent van Gogh, Amsterdam",Oil on canvas,Almond Tree in Blossom
1818,http://www.wga.hu/art/g/gogh_van/06/paris01.jpg,gogh_van,"
,Sloping Path in Montmartre,
Spring 1886, Paris,
Oil on cardboard, 22 x 16 cm,
Rijksmuseum Vincent van Gogh, Amsterdam,

",6,Spring 1886,Paris,22 x 16 cm,"Rijksmuseum Vincent van Gogh, Amsterdam",Oil on cardboard,Sloping Path in Montmartre,Spring 1886,Paris,22 x 16 cm,"Rijksmuseum Vincent van Gogh, Amsterdam",Oil on cardboard,Sloping Path in Montmartre
1819,http://www.wga.hu/art/g/gogh_van/06/paris02.jpg,gogh_van,"
,The Fourteenth of July Celebration in Paris,
Summer 1886, Paris,
Oil on canvas, 44 x 39 cm,
Private collection,

",6,Summer 1886,Paris,44 x 39 cm,Private collection,Oil on canvas,The Fourteenth of July Celebration in Paris,Summer 1886,Paris,44 x 39 cm,Private collection,Oil on canvas,The Fourteenth of July Celebration in Paris
1820,http://www.wga.hu/art/g/gogh_van/06/paris03.jpg,gogh_van,"
,In the Jardin du Luxembourg,
June-July 1886, Paris,
Oil on canvas, 28 x 46 cm,
Sterling and Francine Clark Art Institute, Williamstown,

",6,June-July 1886,Paris,28 x 46 cm,"Sterling and Francine Clark Art Institute, Williamstown",Oil on canvas,In the Jardin du Luxembourg,June-July 1886,Paris,28 x 46 cm,"Sterling and Francine Clark Art Institute, Williamstown",Oil on canvas,In the Jardin du Luxembourg
1821,http://www.wga.hu/art/g/gogh_van/06/paris04.jpg,gogh_van,"
,View of Paris from Montmartre,
Summer 1886, Paris,
Oil on canvas, 39 x 62 cm,
Öffentliche Kunstsammlung, Basel,

",6,Summer 1886,Paris,39 x 62 cm,"Öffentliche Kunstsammlung, Basel",Oil on canvas,View of Paris from Montmartre,Summer 1886,Paris,39 x 62 cm,"Öffentliche Kunstsammlung, Basel",Oil on canvas,View of Paris from Montmartre
1822,http://www.wga.hu/art/g/gogh_van/06/paris05.jpg,gogh_van,"
,Le Moulin de la Galette,
Summer 1886, Paris,
Oil on canvas, 46 x 38 cm,
Kelvingrove Art Gallery and Museum, Glasgow,

",6,Summer 1886,Paris,46 x 38 cm,"Kelvingrove Art Gallery and Museum, Glasgow",Oil on canvas,Le Moulin de la Galette,Summer 1886,Paris,46 x 38 cm,"Kelvingrove Art Gallery and Museum, Glasgow",Oil on canvas,Le Moulin de la Galette
1823,http://www.wga.hu/art/g/gogh_van/06/paris06.jpg,gogh_van,"
,Le Moulin de la Galette,
Autumn 1886, Paris,
Oil on canvas, 39 x 46 cm,
Rijksmuseum Kröller-Müller, Otterlo,

",6,Autumn 1886,Paris,39 x 46 cm,"Rijksmuseum Kröller-Müller, Otterlo",Oil on canvas,Le Moulin de la Galette,Autumn 1886,Paris,39 x 46 cm,"Rijksmuseum Kröller-Müller, Otterlo",Oil on canvas,Le Moulin de la Galette
1824,http://www.wga.hu/art/g/gogh_van/06/paris07.jpg,gogh_van,"
,Montmartre near the Upper Mill,
Autumn 1886, Paris,
Oil on canvas, 44 x 34 cm,
Art Institute, Chicago,

",6,Autumn 1886,Paris,44 x 34 cm,"Art Institute, Chicago",Oil on canvas,Montmartre near the Upper Mill,Autumn 1886,Paris,44 x 34 cm,"Art Institute, Chicago",Oil on canvas,Montmartre near the Upper Mill
